sample_id,VoidFraction,young_modulus,fracture_strain
129,5.107473025775658,721.901230182441,0.2155
130,4.17411003148779,782.9264378127414,0.2155
131,2.2210781047073027,889.5916890491371,0.301
132,1.198653673336828,938.2107820542822,0.301
133,3.3761517140362796,827.7243104657588,0.2155
134,9.429097039125192,545.1749298155436,0.2555
135,3.2320293202075523,835.4437100168615,0.2155
136,5.187906217433661,716.6423413564034,0.2155
137,7.030189588951778,626.9775126088177,0.2165
138,3.63629602379294,813.7906127619591,0.2155
139,9.717820827209607,535.6031642644812,0.2555
140,9.624472949421111,538.6978313399195,0.2555
141,2.5178229582536416,873.6976143782719,0.2175
142,4.972485058923855,730.727023314521,0.2155
143,3.0087830981676964,847.4010938794123,0.2155
144,2.848404943774676,855.9911749912998,0.2155
145,0.36886947354532795,976.2937764843197,0.3825
146,6.095643339798968,660.1509318637763,0.2165
147,5.026790232288615,727.1764384935398,0.2155
148,0.5147875124998935,969.5968595435718,0.3825
149,2.7864646423661146,859.3087852681358,0.2175
150,9.082658859666537,556.6600417757179,0.2555
151,2.395618906669724,880.2430364731955,0.301
152,1.448948720912231,926.7234761920167,0.301
153,4.89452760277563,735.8240434201929,0.2155
154,9.856504541106007,531.0055244095382,0.2555
155,2.4205527151150044,878.9075463761566,0.301
156,6.721355474058786,637.9401413528384,0.2165
157,7.616196153287175,606.176143535346,0.2165
158,2.3763754399239967,881.2737438089005,0.301
159,7.282163486118596,618.0332407339924,0.2165
160,3.677831327192532,811.5659230805016,0.2155
161,6.3230583059357945,652.0784239238557,0.2165
162,6.335297107608947,651.6439853934461,0.2165
163,5.357746840747585,705.5378092877203,0.2155
164,0.902897700544083,951.7845197409561,0.301
165,8.35302495589238,580.8488511265803,0.255
166,3.2078006497173583,836.7414319262552,0.2155
167,1.8651851039985423,907.6202830212644,0.301
168,0.40775141554763916,974.5092874797386,0.3825
169,5.908929431882418,669.5003487583647,0.2165
170,6.775643618422825,636.0130849067881,0.2165
171,0.16587828927856152,985.6100687705798,0.3835
172,5.12093058299281,721.0213471911512,0.2155
173,2.2649577519793795,887.2414329892969,0.301
174,6.451727904094499,647.5110624594495,0.2165
175,1.7436642900499144,913.1974878920033,0.301
176,6.90937738102466,631.2659617126652,0.2165
177,3.867353463005374,801.4148490436917,0.2155
178,9.367299887367345,547.2236278195215,0.2555
179,1.3752094414599325,930.107744739625,0.301
180,3.410663510502585,825.8758097638739,0.2155
181,1.1347352124058907,941.1443235608823,0.301
182,9.246936182785628,551.2139230728408,0.2555
183,8.77339353380981,566.9127999977319,0.255
184,2.579416277151556,870.3985889761784,0.2175
185,6.59984046034179,642.253537826753,0.2165
186,8.172222002012159,586.8428272272783,0.255
187,5.5520081159946235,692.8366043663461,0.2165
188,5.296505783560065,709.5418765726237,0.2155
189,2.418522909004517,879.0162656664895,0.301
190,0.9310276780589921,950.4934927760095,0.301
191,8.972157579533267,560.3233781206218,0.255
192,9.004180571633304,559.2617524933788,0.2555
193,6.33101457273268,651.7960017597342,0.2165
194,3.390297910487007,826.9666201469224,0.2155
195,3.492095746126609,821.5141838817199,0.2155
196,7.259556788702394,618.8357065852413,0.2165
197,8.971102599525771,560.3583527978376,0.255
198,8.870864242651173,563.6814529053594,0.255
199,7.798755458576238,599.6958688793426,0.2175
200,6.420316461542877,648.6260687570112,0.2165
201,0.8413996499504883,954.6069763734183,0.301
202,1.6162871409461377,919.043469607553,0.301
203,8.985541885270793,559.8796618704529,0.2555
204,6.0642905965958995,661.2638545211743,0.2165
205,0.09197051616629648,989.002070344577,0.3835
206,1.014715428660321,946.6526385625722,0.301
207,6.635017691080558,641.0048580267076,0.2165
208,0.05061583846218687,990.9000456989614,0.3835
209,1.6080805141749865,919.4201132236808,0.301
210,5.487337893665861,697.0648775775866,0.2155
211,6.918951976926932,630.9260940128581,0.2165
212,6.519612595026006,645.1013718579351,0.2165
213,2.242693094605598,888.4339595743112,0.301
214,7.121792213475358,623.7259108064136,0.2165
215,2.3724908749680007,881.4818066101134,0.301
216,3.2539969815926773,834.2670909576707,0.2155
217,7.464914051180242,611.5461769644182,0.2165
218,6.496328990472147,645.9278657594751,0.2165
219,8.49223410494178,576.2337920554025,0.255
220,6.576128923003433,643.0952219809808,0.2165
221,5.683086033354716,684.2664583764147,0.2165
222,0.9367476782809248,950.2309730309403,0.301
223,3.6771580305943354,811.6019857999709,0.2155
224,2.6520236768172545,866.5096338076138,0.2175
225,2.4398964337908358,877.8714694050768,0.301
226,9.730105547524456,535.1959014494071,0.2555
227,3.930977246667604,798.0070690728336,0.2155
228,8.920465551771134,562.0370712453928,0.255
229,6.311386259972629,652.4927444292885,0.2165
230,7.948113035416484,594.394149975738,0.2525
231,5.026370931051921,727.2038532776974,0.2155
232,5.769038846263591,678.646685269624,0.2165
233,4.925176938188639,733.8201263281761,0.2155
234,1.952429877980445,903.616179011526,0.301
235,7.224521152615053,620.0793602255434,0.2165
236,2.807723624408558,858.1701240783257,0.2175
237,0.2431596643145384,982.0632355387827,0.383
238,6.454722959071678,647.4047475343834,0.2165
239,1.7711067940704894,911.9380125633279,0.301
240,9.404585843529143,545.9875245074398,0.2555
241,9.539285770025874,541.5219550968757,0.2555
242,9.148643902204485,554.4725068959613,0.2555
243,3.7015870025544437,810.2935354601376,0.2155
244,0.15456616528867428,986.1292393633764,0.3835
245,9.283185625877254,550.0121822224188,0.2555
246,4.281841483173143,775.8827321509069,0.2155
247,9.666548190436696,537.3029537471252,0.2555
248,9.636199770892528,538.3090639767304,0.2555
249,8.530094554673601,574.9786431433745,0.255
250,2.944488920695857,850.8447810922714,0.2155
251,3.8509772860192526,802.2919802785894,0.2155
252,8.511366715168569,575.5995081237401,0.255
253,3.1692200515627764,838.8078634096905,0.2155
254,1.6949274668609249,915.4342672456113,0.301
255,5.568012624583502,691.7901964139907,0.2165
256,9.36154774160781,547.4143228467348,0.2555
257,6.96029796674973,629.458442886821,0.2165
258,5.700611700893649,683.1205938982121,0.2165
259,0.9717649377076854,948.623853859426,0.301
260,6.150072266991698,658.2188780751075,0.2165
261,9.900538501042632,529.5457114041928,0.2555
262,1.4008401523652403,928.9314217620486,0.301
263,5.183296523637368,716.9437326936993,0.2155
264,8.773730719279554,566.9016216314288,0.255
265,7.407686177542044,613.5775844490566,0.2165
266,6.97015740995268,629.1084640138778,0.2165
267,7.024840839871093,627.1673761879654,0.2165
268,3.5949115121975517,816.007225820799,0.2155
269,2.9359184426449336,851.3038280360632,0.2155
270,8.093611554785136,589.4489192840273,0.2525
271,8.101133946791808,589.1995370867766,0.2525
272,8.670723185801037,570.316525429246,0.255
273,9.132405525564714,555.0108412505946,0.2555
274,5.113423988609378,721.5121438947368,0.2155
275,5.015162946871996,727.9366545199608,0.2155
276,7.9829517896677515,593.1574850143778,0.2525
277,6.4996393077776515,645.8103600245346,0.2165
278,7.019668772577034,627.3509681256743,0.2165
279,7.95792669436101,594.0457962983389,0.2525
280,8.900053418175663,562.7137739115261,0.255
281,3.379951568515358,827.5207848776749,0.2155
282,3.75582952639944,807.3882290528812,0.2155
283,0.93981939840869,950.0899962558393,0.301
284,5.78280140996174,677.7468603222617,0.2165
285,0.35942273796742086,976.727334966737,0.3825
286,4.655980181324601,751.4207683951623,0.2155
287,5.426446347075766,701.0460931350192,0.2155
288,2.865412521282844,855.0802250501134,0.2155
289,5.9083326056901075,669.539370492168,0.2165
290,0.3050024993904943,979.2249550023165,0.383
291,0.37348188749214417,976.0820894761916,0.3825
292,8.226005606596583,585.0597941873315,0.255
293,3.601906414112629,815.6325689665184,0.2155
294,1.2706051265188478,934.9085658980182,0.301
295,5.222432600548044,714.3849348477106,0.2155
296,7.699935530986108,603.2036619839255,0.217
297,2.1582102749684315,892.9589790571131,0.301
298,6.228904758190002,655.420575386712,0.2165
299,0.85347464993768,954.0527935420622,0.301
300,0.516817211686077,969.5037063805908,0.3825
301,5.31354631568148,708.4277312538097,0.2155
302,5.406351216101065,702.3599544597065,0.2155
303,6.374299014982066,650.259541738352,0.2165
304,7.260913337226615,618.7875534275195,0.2165
305,9.758520794625346,534.2538797160065,0.2555
306,5.163003483011953,718.27053376166,0.2155
307,3.2295647294124596,835.575716990739,0.2155
308,7.9518619476870365,594.2610755146145,0.2525
309,2.708322512620742,863.4941884192622,0.2175
310,4.389714207056361,768.829789819888,0.2155
311,0.7845638134226596,957.2154604183785,0.301
312,0.2535074341545751,981.5883240361528,0.383
313,9.626484146779251,538.6311561632162,0.2555
314,8.359801205122059,580.6242050405326,0.255
315,6.95974206093698,629.4781757749573,0.2165
316,4.089529444142698,788.4564919672509,0.2155
317,1.7329432007084578,913.6895329150072,0.301
318,1.5643704267108605,921.4261902469009,0.301
319,2.502428981645953,874.5221375696941,0.2175
320,5.4922666470612045,696.7426254622251,0.2155
321,7.145959227000623,622.868058696322,0.2165
322,6.601973767177313,642.1778122196807,0.2165
323,2.7993389694594284,858.6192180735819,0.2175
324,9.54865280663194,541.2114192768228,0.2555
325,7.378969166957685,614.5969469821873,0.2165
326,5.543540525114007,693.3902330132719,0.2165
327,6.117207462343522,659.3854741042655,0.2165
328,4.196000624277899,781.4951854721813,0.2155
329,2.4773098950115746,875.8675514289724,0.2175
330,3.559726786512616,817.8917695647833,0.2155
331,7.578461104643691,607.5156177351425,0.2165
332,0.14393488629755868,986.6171625350927,0.3835
333,1.1607264050691624,939.9514562519192,0.301
334,0.4600264202175275,972.1101230799178,0.3825
335,0.40728802318970136,974.530554899136,0.3825
336,8.554605840110073,574.1660454730902,0.255
337,7.036578593800237,626.750723258743,0.2165
338,4.741738290873252,745.8137253977254,0.2155
339,0.9783416065100148,948.322017259705,0.301
340,4.916158751168323,734.4097540922204,0.2155
341,4.734717707805657,746.2727456738752,0.2155
342,1.7320186991001518,913.731962970446,0.301
343,4.33851649237973,772.177202549404,0.2155
344,3.9850473439737346,795.110998075227,0.2155
345,6.158500980522165,657.9196855546948,0.2165
346,6.350936508676438,651.0888364011101,0.2165
347,0.4530400977204452,972.430760759943,0.3825
348,3.746126146264712,807.907955836945,0.2155
349,6.258599157142363,654.3665186753789,0.2165
350,5.031362585800877,726.8774885414284,0.2155
351,8.564898411883222,573.8248263287181,0.255
352,6.58693631618945,642.711593898863,0.2165
353,1.629344270814297,918.4442118678102,0.301
354,0.7056874740042984,960.8354946338839,0.3825
355,6.424192782063156,648.4884717082805,0.2165
356,0.26511310541621813,981.0556810741331,0.383
357,5.8577558127346325,672.8461860722496,0.2165
358,9.402302414249576,546.0632247116437,0.2555
359,5.75474177875879,679.5814571840069,0.2165
360,3.881699262065219,800.6464677263904,0.2155
361,6.432882184423532,648.1800255636012,0.2165
362,4.582528904915167,756.2231651272251,0.2155
363,5.45616789315935,699.1028368328682,0.2155
364,9.41464808776525,545.6539411772109,0.2555
365,3.8610263780077423,801.7537366779658,0.2155
366,9.611905638239142,539.1144626020651,0.2555
367,9.053506419560637,557.6265029176502,0.2555
368,1.9579113478929644,903.3646066289724,0.301
369,0.6936130087516545,961.3896529235664,0.3825
370,1.0077800137742665,946.9709398348092,0.301
371,0.18221825651549728,984.8601450175996,0.3835
372,0.944429607559284,949.8784104369633,0.301
373,6.830067734163569,634.0812019093604,0.2165
374,0.7118864846022899,960.5509906795612,0.3825
375,3.189756302937613,837.7079126981265,0.2155
376,8.448753109694545,577.6752731858445,0.255
377,0.23271935735825866,982.5423940377801,0.383
378,8.144684825889358,587.7557391682534,0.2525
379,2.8185477477339993,857.5903687015257,0.2175
380,1.1816482762165625,938.991245750716,0.301
381,6.967371653641506,629.2073495020346,0.2165
382,6.28942846779884,653.272176208459,0.2165
383,8.77472013527053,566.8688205312461,0.255
384,7.350710438038858,615.6000419738865,0.2165
385,8.034809303848485,591.3983303927365,0.2525
386,2.820345725713065,857.4940664542775,0.2175
387,1.7743954377972282,911.7870800669522,0.301
388,7.506147516408584,610.0825201035681,0.2165
389,8.06834739267264,590.2864763076077,0.2525
390,9.905051420006734,529.3960992002178,0.2555
391,4.126176769114265,786.060413882763,0.2155
392,3.720180857927832,809.297622229657,0.2155
393,7.764129607419968,600.924976458029,0.2175
394,3.4080354025301784,826.016574949377,0.2155
395,9.307573256035647,549.20368396957,0.2555
396,8.584127518430119,573.1873433528798,0.255
397,4.289940273750183,775.3532164324321,0.2155
398,7.508710677914974,609.9915360229548,0.2165
399,7.545428740846823,608.6881615811095,0.2165
400,1.031238688359326,945.8943025913146,0.301
401,9.025529066795666,558.5540075863247,0.2555
402,5.052523724478571,725.4939294230545,0.2155
403,8.264574661077416,583.7811536240927,0.255
404,3.2004960103061175,837.1326787595484,0.2155
405,8.955232284962005,560.8844851655025,0.255
406,3.892016787341631,800.093846458651,0.2155
407,0.1083765148029836,988.2491160766396,0.3835
408,9.053819764192637,557.6161149223482,0.2555
409,0.9128667678613356,951.326988812781,0.301
410,3.1931363759041487,837.5268712024407,0.2155
411,9.50061967050805,542.8038128953415,0.2555
412,9.506071469375561,542.6230749626011,0.2555
413,5.734378881232861,680.9128256409517,0.2165
414,6.318372121697992,652.2447685585565,0.2165
415,4.4844552197831975,762.6354259891565,0.2155
416,2.9321077169806453,851.5079359002251,0.2155
417,3.2866454536991596,832.5183925477452,0.2155
418,6.725184560770384,637.8042209540753,0.2165
419,7.5237452943768,609.457854960431,0.2165
420,7.915790437258485,595.5414993991366,0.2525
421,7.896181427945539,596.2375568577187,0.2525
422,0.9120610304869037,951.3639681767532,0.301
423,4.944203047025814,732.5761598871546,0.2155
424,0.5755876001664428,966.806435960509,0.3825
425,5.495288823237355,696.5450293182022,0.2155
426,4.41530501373377,767.1566098240312,0.2155
427,8.877041827582998,563.4766537267689,0.255
428,3.5091501255207866,820.6007271652279,0.2155
429,1.1706701642760586,939.4950868409504,0.301
430,1.4299168205283586,927.5969463743774,0.301
431,7.615106317174723,606.2148292508045,0.2165
432,6.182180633162611,657.0791332058245,0.2165
433,1.0112267612279024,946.8127511586309,0.301
434,0.8410680611499743,954.6221946608313,0.301
435,7.009691314591199,627.7051361480305,0.2165
436,0.7276300636419353,959.8284381978121,0.3015
437,8.218600592903563,585.3052850609527,0.255
438,7.062422271564962,625.833354901258,0.2165
439,0.8134878064189976,955.8879920664249,0.301
440,0.8483771408519192,954.2867440199925,0.301
441,9.866395785011754,530.6776100790208,0.2555
442,3.742707957561203,808.0910388654911,0.2155
443,3.706421470668909,810.0345945002964,0.2155
444,8.127995672575025,588.3090176626594,0.2525
445,9.472485773838587,543.7365073045711,0.2555
446,9.860010638228708,530.8892903441695,0.2555
447,7.533781852589416,609.101589068009,0.2165
448,3.762595855309158,807.0258148925227,0.2155
449,0.8350071669866876,954.9003597532968,0.301
450,7.771469159274368,600.6644457127286,0.2175
451,5.58404249735805,690.7421300985907,0.2165
452,4.242220092469763,778.4732608188234,0.2155
453,9.06354385094736,557.2937421825336,0.2555
454,1.1119748230615134,942.1889129623736,0.301
455,4.926251042908591,733.7498991347337,0.2155
456,0.11353644767419069,988.0123006554218,0.3835
457,4.6866064199412625,749.4183614195751,0.2155
458,0.5630327568183735,967.3826412310056,0.3825
459,1.1881791626807192,938.6915103340856,0.301
460,1.1752624677710488,939.2843228031867,0.301
461,6.492103021160636,646.0778742281371,0.2165
462,7.460448792654233,611.704679439068,0.2165
463,5.833687650971596,674.4198123868321,0.2165
464,9.621725484745419,538.7889152367819,0.2555
465,3.748705795237041,807.7697861841244,0.2155
466,2.8571208628186073,855.5243380219171,0.2155
467,8.685991281894603,569.8103577968927,0.255
468,2.235958385194526,888.7946801495357,0.301
469,9.632225394406113,538.4408224306909,0.2555
470,0.12154474689816341,987.6447592936827,0.3835
471,9.69878826707639,536.2341313373375,0.2555
472,0.43159911950576113,973.4147957103913,0.3825
473,8.911431136980712,562.3365799933168,0.255
474,5.277011090862999,710.8164799978807,0.2155
475,9.929647961193004,528.5806751329317,0.2555
476,0.7379656473539886,959.3540859782394,0.3015
477,5.538542844013207,693.7169917649179,0.2165
478,9.69302535619099,536.4251832497994,0.2555
479,5.230978441701488,713.8261900357179,0.2155
480,6.293986381352625,653.110384775039,0.2165
481,6.957486889846171,629.5582271754682,0.2165
482,4.545410647677732,758.6500337395998,0.2155
483,6.275580800840634,653.7637243390345,0.2165
484,5.843143119231002,673.8015942687974,0.2165
485,9.01158010490989,559.0164433064195,0.2555
486,0.4544638034145787,972.3654197037586,0.3825
487,2.809631895922303,858.0679143531382,0.2175
488,9.504114840765588,542.6879410771993,0.2555
489,8.902637838909163,562.6280952443458,0.255
490,4.55656752785713,757.9205737828403,0.2155
491,6.201325978015367,656.3995343607627,0.2165
492,2.7738118298113266,859.9864878302491,0.2175
493,1.881211597237613,906.8847461757689,0.301
494,4.636984049399821,752.6627748835026,0.2155
495,3.533522280260528,819.2953200361944,0.2155
496,5.836561118508721,674.2319391219341,0.2165
497,0.7773463696498484,957.5467054228842,0.301
498,9.743948076661665,534.7369941857758,0.2555
499,9.86210744479603,530.8197770525856,0.2555
